"Date","Amount","Category","Vendor","Customer"
"2026-01-03","26237","Inventory","Global Office Ltd","SmallBiz Inc"
"2026-01-13","27092","Inventory","Prime Consulting","Public Sector Dept"
"2026-01-30","5151","Inventory","Azure Utilities","Retail Giant A"
"2026-02-07","9228","Rent","Azure Utilities","Direct Consumer"
"2026-03-28","38884","Professional Fees","Global Office Ltd","Retail Giant A"
"2026-02-17","45086","Tax Provision","Global Office Ltd","SmallBiz Inc"
"2026-02-19","11065","Tax Provision","Prime Consulting","SmallBiz Inc"
"2026-01-27","47036","Professional Fees","Prime Consulting","SmallBiz Inc"
"2026-03-10","40912","Professional Fees","TechLogistics Corp","Retail Giant A"
"2026-02-03","3325","Professional Fees","Prime Consulting","Public Sector Dept"
"2026-01-27","26631","Sales Revenue","TechLogistics Corp","Direct Consumer"
"2026-03-21","43507","Sales Revenue","Global Office Ltd","Retail Giant A"
"2026-03-26","36355","Sales Revenue","Global Office Ltd","Public Sector Dept"
"2026-02-09","41005","Sales Revenue","Global Office Ltd","SmallBiz Inc"
"2026-02-03","3586","Tax Provision","TechLogistics Corp","Retail Giant A"
"2026-01-15","28157","Sales Revenue","Prime Consulting","Retail Giant A"
"2026-02-19","24371","Professional Fees","Azure Utilities","Direct Consumer"
"2026-01-17","27122","Tax Provision","Prime Consulting","Public Sector Dept"
"2026-01-14","48494","Professional Fees","Azure Utilities","Public Sector Dept"
"2026-01-23","12249","Rent","Azure Utilities","Direct Consumer"
"2026-03-13","30267","Rent","Prime Consulting","Direct Consumer"
"2026-02-20","5138","Inventory","Global Office Ltd","Retail Giant A"
"2026-03-23","32999","Professional Fees","TechLogistics Corp","Retail Giant A"
"2026-01-13","6114","Rent","TechLogistics Corp","Direct Consumer"
"2026-01-11","2960","Sales Revenue","Azure Utilities","SmallBiz Inc"
"2026-02-22","29184","Tax Provision","Global Office Ltd","Public Sector Dept"
"2026-03-14","23963","Rent","Azure Utilities","Retail Giant A"
"2026-01-23","10127","Tax Provision","TechLogistics Corp","Public Sector Dept"
"2026-02-13","13845","Sales Revenue","Global Office Ltd","SmallBiz Inc"
"2026-03-31","41218","Professional Fees","Global Office Ltd","Public Sector Dept"
"2026-02-03","12212","Professional Fees","TechLogistics Corp","SmallBiz Inc"
"2026-02-17","21827","Inventory","Prime Consulting","Direct Consumer"
"2026-01-20","7288","Tax Provision","Prime Consulting","SmallBiz Inc"
"2026-03-13","45577","Professional Fees","Global Office Ltd","SmallBiz Inc"
"2026-01-31","35516","Sales Revenue","Azure Utilities","Public Sector Dept"
"2026-02-25","9054","Inventory","Global Office Ltd","Public Sector Dept"
"2026-02-10","1730","Tax Provision","Prime Consulting","Direct Consumer"
"2026-01-10","48785","Tax Provision","Prime Consulting","Direct Consumer"
"2026-01-23","25843","Tax Provision","Global Office Ltd","Direct Consumer"
"2026-02-20","7418","Rent","Azure Utilities","SmallBiz Inc"
"2026-01-08","34320","Inventory","Global Office Ltd","Direct Consumer"
"2026-03-07","17147","Sales Revenue","Prime Consulting","Direct Consumer"
"2026-02-04","30671","Rent","TechLogistics Corp","SmallBiz Inc"
"2026-03-15","39021","Sales Revenue","Azure Utilities","Retail Giant A"
"2026-01-17","44925","Rent","Prime Consulting","Direct Consumer"
"2026-01-07","2147","Rent","Prime Consulting","SmallBiz Inc"
"2026-03-20","16395","Professional Fees","Global Office Ltd","Public Sector Dept"
"2026-02-12","35806","Professional Fees","Global Office Ltd","Retail Giant A"
"2026-01-01","45988","Tax Provision","Global Office Ltd","Public Sector Dept"
"2026-02-11","34630","Tax Provision","TechLogistics Corp","Direct Consumer"
"2026-01-28","29037","Inventory","TechLogistics Corp","SmallBiz Inc"
"2026-01-08","41238","Professional Fees","Azure Utilities","Public Sector Dept"
"2026-03-03","8120","Tax Provision","Azure Utilities","Retail Giant A"
"2026-02-27","43114","Tax Provision","TechLogistics Corp","Direct Consumer"
"2026-02-01","37611","Sales Revenue","Global Office Ltd","Direct Consumer"
"2026-03-14","19944","Professional Fees","Prime Consulting","SmallBiz Inc"
"2026-02-27","24193","Sales Revenue","Global Office Ltd","Retail Giant A"
"2026-01-07","18570","Rent","Prime Consulting","SmallBiz Inc"
"2026-02-13","9241","Sales Revenue","Azure Utilities","SmallBiz Inc"
"2026-02-25","43422","Inventory","TechLogistics Corp","SmallBiz Inc"
"2026-01-04","24387","Sales Revenue","Azure Utilities","Public Sector Dept"
"2026-03-16","49774","Rent","Prime Consulting","Retail Giant A"
"2026-01-13","7900","Rent","Azure Utilities","Public Sector Dept"
"2026-02-16","17838","Rent","TechLogistics Corp","Public Sector Dept"
"2026-01-22","5171","Professional Fees","Prime Consulting","SmallBiz Inc"
"2026-03-28","24242","Rent","Global Office Ltd","Direct Consumer"
"2026-01-08","17386","Tax Provision","Azure Utilities","SmallBiz Inc"
"2026-03-15","7673","Sales Revenue","TechLogistics Corp","Public Sector Dept"
"2026-03-04","12882","Professional Fees","TechLogistics Corp","SmallBiz Inc"
"2026-02-13","10384","Tax Provision","TechLogistics Corp","Direct Consumer"
"2026-02-01","26185","Rent","Azure Utilities","Retail Giant A"
"2026-02-07","47656","Professional Fees","Prime Consulting","Direct Consumer"
"2026-02-09","39555","Rent","Prime Consulting","Public Sector Dept"
"2026-03-04","39412","Tax Provision","TechLogistics Corp","Public Sector Dept"
"2026-02-28","32472","Rent","TechLogistics Corp","SmallBiz Inc"
"2026-02-19","26938","Professional Fees","Prime Consulting","Retail Giant A"
"2026-02-05","18833","Rent","TechLogistics Corp","Direct Consumer"
"2026-03-04","39673","Rent","TechLogistics Corp","Direct Consumer"
"2026-01-01","10130","Sales Revenue","TechLogistics Corp","Public Sector Dept"
"2026-03-25","19799","Professional Fees","Prime Consulting","Retail Giant A"
"2026-03-28","47534","Rent","Azure Utilities","Public Sector Dept"
"2026-01-10","3799","Sales Revenue","Azure Utilities","Direct Consumer"
"2026-02-07","28164","Inventory","Prime Consulting","Direct Consumer"
"2026-03-21","42582","Professional Fees","TechLogistics Corp","Public Sector Dept"
"2026-01-17","35044","Inventory","TechLogistics Corp","Direct Consumer"
"2026-01-06","43941","Professional Fees","Prime Consulting","Retail Giant A"
"2026-01-07","11128","Inventory","Prime Consulting","Retail Giant A"
"2026-03-17","19680","Rent","Global Office Ltd","Direct Consumer"
"2026-02-07","39214","Rent","TechLogistics Corp","SmallBiz Inc"
"2026-02-16","25324","Inventory","TechLogistics Corp","Public Sector Dept"
"2026-03-13","20187","Sales Revenue","Prime Consulting","Direct Consumer"
"2026-02-25","24204","Inventory","Prime Consulting","SmallBiz Inc"
"2026-03-10","27210","Tax Provision","Global Office Ltd","SmallBiz Inc"
"2026-03-31","40709","Rent","TechLogistics Corp","Retail Giant A"
"2026-02-02","46880","Sales Revenue","Global Office Ltd","SmallBiz Inc"
"2026-01-07","43173","Professional Fees","TechLogistics Corp","Public Sector Dept"
"2026-02-15","25073","Professional Fees","TechLogistics Corp","Direct Consumer"
"2026-02-11","34643","Tax Provision","Global Office Ltd","Direct Consumer"
"2026-03-14","34986","Inventory","TechLogistics Corp","Public Sector Dept"
"2026-02-02","37551","Inventory","Global Office Ltd","Public Sector Dept"
"2026-01-10","46327","Sales Revenue","Azure Utilities","Public Sector Dept"
"2026-01-07","27251","Inventory","TechLogistics Corp","Public Sector Dept"
"2026-03-29","27279","Sales Revenue","TechLogistics Corp","Direct Consumer"
"2026-03-04","36855","Sales Revenue","TechLogistics Corp","SmallBiz Inc"
"2026-03-12","24673","Sales Revenue","Prime Consulting","Retail Giant A"
"2026-01-31","44949","Inventory","TechLogistics Corp","SmallBiz Inc"
"2026-03-31","30446","Inventory","Prime Consulting","Retail Giant A"
"2026-03-28","10994","Sales Revenue","Prime Consulting","Retail Giant A"
"2026-03-25","28395","Sales Revenue","Azure Utilities","Retail Giant A"
"2026-01-07","27722","Rent","TechLogistics Corp","SmallBiz Inc"
"2026-01-20","28581","Professional Fees","Global Office Ltd","SmallBiz Inc"
"2026-02-15","31801","Tax Provision","Azure Utilities","SmallBiz Inc"
"2026-02-13","46197","Sales Revenue","Azure Utilities","Public Sector Dept"
"2026-03-11","27140","Sales Revenue","Global Office Ltd","Retail Giant A"
"2026-02-26","44253","Professional Fees","Prime Consulting","Direct Consumer"
"2026-01-12","17630","Professional Fees","Prime Consulting","Direct Consumer"
"2026-03-03","10493","Rent","Azure Utilities","Retail Giant A"
"2026-01-30","21301","Professional Fees","TechLogistics Corp","SmallBiz Inc"
"2026-03-13","44090","Inventory","Global Office Ltd","Retail Giant A"
"2026-03-29","24473","Tax Provision","Azure Utilities","Direct Consumer"
"2026-03-19","13604","Tax Provision","Global Office Ltd","SmallBiz Inc"
"2026-02-03","20421","Sales Revenue","TechLogistics Corp","Direct Consumer"
"2026-01-23","11437","Inventory","Azure Utilities","SmallBiz Inc"
"2026-03-03","22793","Inventory","TechLogistics Corp","Public Sector Dept"
"2026-03-09","5554","Inventory","TechLogistics Corp","Retail Giant A"
"2026-02-19","31217","Sales Revenue","Prime Consulting","Direct Consumer"
"2026-01-18","23115","Inventory","TechLogistics Corp","Direct Consumer"
"2026-01-26","10860","Professional Fees","TechLogistics Corp","Retail Giant A"
"2026-02-11","21652","Professional Fees","Prime Consulting","Direct Consumer"
"2026-01-17","8651","Inventory","Azure Utilities","Public Sector Dept"
"2026-03-28","32245","Tax Provision","Global Office Ltd","Public Sector Dept"
"2026-01-29","22854","Tax Provision","Azure Utilities","Public Sector Dept"
"2026-02-22","48400","Tax Provision","TechLogistics Corp","Public Sector Dept"
"2026-02-28","10156","Tax Provision","Azure Utilities","Public Sector Dept"
"2026-03-18","29814","Inventory","Prime Consulting","Direct Consumer"
"2026-01-23","6212","Inventory","Azure Utilities","Retail Giant A"
"2026-02-20","47510","Sales Revenue","Prime Consulting","Direct Consumer"
"2026-02-24","25923","Rent","TechLogistics Corp","Public Sector Dept"
"2026-03-06","31742","Sales Revenue","Prime Consulting","Public Sector Dept"
"2026-03-21","10500","Sales Revenue","Prime Consulting","Direct Consumer"
"2026-03-16","42845","Tax Provision","Global Office Ltd","Direct Consumer"
"2026-01-05","8766","Professional Fees","Azure Utilities","Direct Consumer"
"2026-02-02","25867","Inventory","Prime Consulting","Direct Consumer"
"2026-03-13","22694","Tax Provision","TechLogistics Corp","SmallBiz Inc"
"2026-02-12","20577","Tax Provision","TechLogistics Corp","Retail Giant A"
"2026-01-27","27860","Rent","TechLogistics Corp","Public Sector Dept"
"2026-01-04","41444","Professional Fees","Prime Consulting","Public Sector Dept"
"2026-02-11","17393","Professional Fees","Azure Utilities","Public Sector Dept"
"2026-01-28","5080","Sales Revenue","Global Office Ltd","Direct Consumer"
"2026-02-22","29358","Rent","Azure Utilities","Retail Giant A"
"2026-03-10","30315","Rent","Azure Utilities","Retail Giant A"
"2026-03-03","46313","Professional Fees","Global Office Ltd","Public Sector Dept"
"2026-02-21","49698","Sales Revenue","TechLogistics Corp","Direct Consumer"
"2026-02-01","33942","Professional Fees","Prime Consulting","Public Sector Dept"
"2026-02-24","30879","Tax Provision","Azure Utilities","Public Sector Dept"
"2026-01-05","38869","Professional Fees","Prime Consulting","Direct Consumer"
"2026-02-25","41403","Professional Fees","Azure Utilities","Public Sector Dept"
"2026-01-29","35720","Sales Revenue","Azure Utilities","Retail Giant A"
"2026-02-13","26757","Professional Fees","TechLogistics Corp","SmallBiz Inc"
"2026-03-26","1315","Inventory","Prime Consulting","Retail Giant A"
"2026-01-14","32465","Sales Revenue","TechLogistics Corp","Public Sector Dept"
"2026-01-03","41111","Sales Revenue","Prime Consulting","SmallBiz Inc"
"2026-01-04","31942","Professional Fees","Prime Consulting","Public Sector Dept"
"2026-03-10","31893","Tax Provision","Prime Consulting","SmallBiz Inc"
"2026-03-09","18211","Rent","TechLogistics Corp","SmallBiz Inc"
"2026-03-01","40984","Sales Revenue","Global Office Ltd","Public Sector Dept"
"2026-03-20","43630","Sales Revenue","TechLogistics Corp","SmallBiz Inc"
"2026-01-19","6111","Tax Provision","TechLogistics Corp","Direct Consumer"
"2026-01-28","32474","Inventory","TechLogistics Corp","Direct Consumer"
"2026-01-16","33563","Sales Revenue","Azure Utilities","SmallBiz Inc"
"2026-01-16","20036","Professional Fees","Azure Utilities","Direct Consumer"
"2026-01-02","21052","Rent","Global Office Ltd","Retail Giant A"
"2026-01-29","6855","Professional Fees","Prime Consulting","Retail Giant A"
"2026-01-06","39988","Tax Provision","Prime Consulting","Retail Giant A"
"2026-03-25","18278","Sales Revenue","Azure Utilities","Public Sector Dept"
"2026-01-26","34865","Rent","Prime Consulting","Retail Giant A"
"2026-02-20","11584","Sales Revenue","TechLogistics Corp","SmallBiz Inc"
"2026-02-12","44142","Rent","Azure Utilities","Direct Consumer"
"2026-01-17","25626","Rent","TechLogistics Corp","Retail Giant A"
"2026-01-27","10204","Tax Provision","Prime Consulting","Retail Giant A"
"2026-01-15","1626","Professional Fees","Azure Utilities","Retail Giant A"
"2026-03-30","48218","Rent","TechLogistics Corp","Public Sector Dept"
"2026-03-04","46384","Professional Fees","Prime Consulting","Direct Consumer"
"2026-01-04","38523","Sales Revenue","Azure Utilities","SmallBiz Inc"
"2026-03-19","16306","Tax Provision","Azure Utilities","Public Sector Dept"
"2026-03-10","34829","Inventory","TechLogistics Corp","SmallBiz Inc"
"2026-03-17","46834","Tax Provision","Global Office Ltd","SmallBiz Inc"
"2026-03-13","10744","Sales Revenue","Global Office Ltd","Direct Consumer"
"2026-02-07","46040","Inventory","Global Office Ltd","Retail Giant A"
"2026-02-07","10807","Professional Fees","Global Office Ltd","Direct Consumer"
"2026-01-23","43249","Sales Revenue","TechLogistics Corp","Retail Giant A"
"2026-01-20","28223","Rent","Prime Consulting","Retail Giant A"
"2026-01-26","34669","Rent","Azure Utilities","Retail Giant A"
"2026-02-13","7842","Inventory","Global Office Ltd","SmallBiz Inc"
"2026-02-28","41980","Professional Fees","Prime Consulting","SmallBiz Inc"
"2026-01-20","42638","Sales Revenue","Azure Utilities","Retail Giant A"
"2026-03-02","23146","Tax Provision","Prime Consulting","Public Sector Dept"
"2026-02-22","11000","Tax Provision","Azure Utilities","Retail Giant A"
"2026-02-25","40466","Sales Revenue","TechLogistics Corp","Public Sector Dept"
"2026-01-06","13418","Tax Provision","Prime Consulting","Direct Consumer"
"2026-03-11","31085","Inventory","Global Office Ltd","Direct Consumer"
"2026-01-02","49908","Tax Provision","Azure Utilities","SmallBiz Inc"
"2026-01-28","43258","Rent","TechLogistics Corp","SmallBiz Inc"
"2026-02-08","22164","Professional Fees","TechLogistics Corp","Public Sector Dept"
"2026-01-12","19468","Tax Provision","Prime Consulting","Public Sector Dept"
"2026-01-04","35622","Tax Provision","Prime Consulting","Public Sector Dept"
"2026-01-11","9235","Tax Provision","Prime Consulting","Direct Consumer"
"2026-03-21","16815","Sales Revenue","Prime Consulting","Direct Consumer"
"2026-02-11","30605","Professional Fees","Global Office Ltd","Public Sector Dept"
"2026-01-17","5221","Rent","Global Office Ltd","Direct Consumer"
"2026-02-24","30642","Inventory","TechLogistics Corp","Retail Giant A"
"2026-02-26","7486","Inventory","Azure Utilities","SmallBiz Inc"
"2026-02-07","41590","Sales Revenue","Global Office Ltd","Retail Giant A"
"2026-01-24","38131","Professional Fees","Azure Utilities","Retail Giant A"
"2026-01-20","23844","Professional Fees","Azure Utilities","Retail Giant A"
"2026-02-25","40418","Professional Fees","TechLogistics Corp","SmallBiz Inc"
"2026-03-06","46989","Rent","Global Office Ltd","Public Sector Dept"
"2026-03-11","31921","Rent","TechLogistics Corp","Retail Giant A"
"2026-03-29","33610","Sales Revenue","Global Office Ltd","SmallBiz Inc"
"2026-01-24","17293","Inventory","Global Office Ltd","Direct Consumer"
"2026-03-12","19267","Sales Revenue","TechLogistics Corp","SmallBiz Inc"
"2026-01-26","16616","Inventory","Prime Consulting","Retail Giant A"
"2026-02-07","13115","Rent","Azure Utilities","Public Sector Dept"
"2026-03-13","14766","Sales Revenue","TechLogistics Corp","SmallBiz Inc"
"2026-01-03","49589","Professional Fees","Prime Consulting","Retail Giant A"
"2026-03-28","36878","Professional Fees","Prime Consulting","SmallBiz Inc"
"2026-01-16","33823","Inventory","Azure Utilities","Direct Consumer"
"2026-03-05","18589","Inventory","Azure Utilities","Public Sector Dept"
"2026-01-28","6530","Tax Provision","TechLogistics Corp","Retail Giant A"
"2026-02-11","3837","Sales Revenue","Azure Utilities","Direct Consumer"
