Date,Amount,Category,Vendor,Customer
2026-03-01,6297.26,Tax Provision,Prime Consulting,Direct Consumer
2026-02-03,5500.68,Professional Fees,Azure Utilities,SmallBiz Inc
2026-01-16,5174.46,Tax Provision,Azure Utilities,Public Sector Dept
2026-01-24,7847.04,Inventory,Azure Utilities,Retail Giant A
2026-01-31,8191.12,Inventory,Global Office Ltd,SmallBiz Inc
2026-02-16,10250.49,Tax Provision,TechLogistics Corp,SmallBiz Inc
2026-03-27,3826.52,Sales Revenue,Azure Utilities,Public Sector Dept
2026-03-02,6711.67,Professional Fees,Azure Utilities,Retail Giant A
2026-02-28,4139.27,Inventory,TechLogistics Corp,Direct Consumer
2026-01-23,4330.04,Inventory,Prime Consulting,Direct Consumer
2026-01-06,10395.32,Sales Revenue,TechLogistics Corp,SmallBiz Inc
2026-02-09,5606.09,Rent,TechLogistics Corp,Direct Consumer
2026-03-09,8619.53,Rent,Global Office Ltd,Retail Giant A
2026-02-03,9837.42,Tax Provision,Prime Consulting,SmallBiz Inc
2026-03-14,9002.21,Sales Revenue,Global Office Ltd,Direct Consumer
2026-03-09,5757.17,Professional Fees,Azure Utilities,Public Sector Dept
2026-03-13,10080.67,Professional Fees,TechLogistics Corp,Public Sector Dept
2026-03-14,6734.32,Inventory,TechLogistics Corp,Public Sector Dept
2026-02-16,8423.6,Rent,Global Office Ltd,Retail Giant A
2026-01-06,8714.53,Rent,Prime Consulting,SmallBiz Inc
2026-02-14,9309.49,Rent,Global Office Ltd,Public Sector Dept
2026-02-02,9589.89,Rent,Global Office Ltd,Direct Consumer
2026-02-25,5696.81,Tax Provision,Prime Consulting,Retail Giant A
2026-03-05,5966.26,Sales Revenue,Prime Consulting,Direct Consumer
2026-01-06,7535.1,Sales Revenue,Azure Utilities,Public Sector Dept
2026-01-03,9810.0,Professional Fees,Azure Utilities,Direct Consumer
2026-01-10,4920.76,Rent,Azure Utilities,Direct Consumer
2026-03-02,6657.83,Sales Revenue,Azure Utilities,Public Sector Dept
2026-01-03,9505.43,Inventory,TechLogistics Corp,Retail Giant A
2026-01-08,6596.79,Professional Fees,Global Office Ltd,Retail Giant A
2026-02-03,9361.09,Tax Provision,Azure Utilities,SmallBiz Inc
2026-01-13,8969.04,Rent,Global Office Ltd,Retail Giant A
2026-03-28,4659.52,Rent,Prime Consulting,Retail Giant A
2026-01-02,9624.09,Professional Fees,Azure Utilities,SmallBiz Inc
2026-03-13,8698.69,Professional Fees,Azure Utilities,Public Sector Dept
2026-02-19,10456.18,Professional Fees,Global Office Ltd,Retail Giant A
2026-03-25,9069.78,Professional Fees,Prime Consulting,Retail Giant A
2026-02-28,9070.9,Inventory,Global Office Ltd,Retail Giant A
2026-03-09,4376.22,Professional Fees,TechLogistics Corp,Direct Consumer
2026-03-08,8210.71,Sales Revenue,TechLogistics Corp,SmallBiz Inc
2026-01-14,8380.99,Tax Provision,Azure Utilities,Direct Consumer
2026-01-30,7381.78,Inventory,Global Office Ltd,Public Sector Dept
2026-03-31,10839.81,Inventory,TechLogistics Corp,Public Sector Dept
2026-02-22,7619.57,Rent,Global Office Ltd,Public Sector Dept
2026-03-30,8177.67,Rent,TechLogistics Corp,Direct Consumer
2026-03-10,10435.19,Rent,Prime Consulting,SmallBiz Inc
2026-01-27,6541.69,Tax Provision,Global Office Ltd,Retail Giant A
2026-03-18,5751.83,Professional Fees,Global Office Ltd,Retail Giant A
2026-01-23,7049.18,Rent,Prime Consulting,Direct Consumer
2026-02-10,8420.92,Professional Fees,TechLogistics Corp,SmallBiz Inc
2026-01-24,8436.62,Rent,Global Office Ltd,SmallBiz Inc
2026-03-16,8136.75,Rent,Prime Consulting,Retail Giant A
2026-03-01,8142.4,Rent,TechLogistics Corp,SmallBiz Inc
2026-03-21,7553.83,Professional Fees,Azure Utilities,Public Sector Dept
2026-02-08,3422.0,Tax Provision,Global Office Ltd,Direct Consumer
2026-02-27,10491.11,Professional Fees,Prime Consulting,Direct Consumer
2026-02-17,7976.7,Sales Revenue,Prime Consulting,Retail Giant A
2026-03-21,7896.74,Rent,TechLogistics Corp,SmallBiz Inc
2026-02-13,5941.95,Inventory,TechLogistics Corp,SmallBiz Inc
2026-02-11,10772.72,Professional Fees,Prime Consulting,Public Sector Dept
2026-02-05,6116.74,Professional Fees,Azure Utilities,Retail Giant A
2026-03-22,8311.14,Tax Provision,Global Office Ltd,Public Sector Dept
2026-01-19,8696.73,Sales Revenue,Azure Utilities,Direct Consumer
2026-03-20,6806.56,Inventory,Azure Utilities,Direct Consumer
2026-01-14,3456.99,Professional Fees,Prime Consulting,Retail Giant A
2026-03-13,6243.87,Rent,Azure Utilities,Public Sector Dept
2026-02-20,6297.58,Inventory,TechLogistics Corp,Public Sector Dept
2026-02-28,7670.1,Inventory,TechLogistics Corp,Public Sector Dept
2026-02-26,9703.85,Professional Fees,Prime Consulting,Direct Consumer
2026-03-20,12084.17,Inventory,Azure Utilities,Public Sector Dept
2026-01-10,9674.44,Inventory,Prime Consulting,Public Sector Dept
2026-01-03,7824.98,Professional Fees,Azure Utilities,Public Sector Dept
2026-02-27,10310.0,Rent,Global Office Ltd,Public Sector Dept
2026-02-14,10051.82,Inventory,Prime Consulting,Direct Consumer
2026-03-27,10469.19,Rent,Azure Utilities,SmallBiz Inc
2026-02-13,11063.63,Rent,Azure Utilities,Retail Giant A
2026-02-18,8170.54,Inventory,Azure Utilities,SmallBiz Inc
2026-01-25,7153.34,Sales Revenue,Azure Utilities,Direct Consumer
2026-02-15,8149.35,Rent,Prime Consulting,Retail Giant A
2026-03-04,10803.61,Rent,Azure Utilities,Direct Consumer
2026-03-31,6260.48,Tax Provision,Prime Consulting,Public Sector Dept
2026-02-12,9797.68,Tax Provision,Azure Utilities,SmallBiz Inc
2026-03-30,10056.51,Rent,Global Office Ltd,Retail Giant A
2026-03-20,8704.74,Inventory,TechLogistics Corp,Retail Giant A
2026-03-09,8272.0,Rent,TechLogistics Corp,Direct Consumer
2026-03-31,8678.68,Sales Revenue,Global Office Ltd,SmallBiz Inc
2026-03-18,9593.77,Rent,Azure Utilities,Public Sector Dept
2026-02-21,6341.92,Inventory,TechLogistics Corp,Retail Giant A
2026-01-27,10942.33,Professional Fees,Prime Consulting,Public Sector Dept
2026-02-17,8822.2,Tax Provision,Prime Consulting,Direct Consumer
2026-01-17,7710.68,Tax Provision,Prime Consulting,Retail Giant A
2026-01-16,8890.33,Rent,Azure Utilities,Direct Consumer
2026-01-11,6523.31,Tax Provision,Global Office Ltd,Public Sector Dept
2026-01-10,10457.73,Rent,Global Office Ltd,Direct Consumer
2026-01-03,7031.85,Professional Fees,Global Office Ltd,Public Sector Dept
2026-03-20,10778.35,Inventory,Global Office Ltd,Retail Giant A
2026-03-12,8374.38,Professional Fees,Prime Consulting,Public Sector Dept
2026-03-24,5189.01,Tax Provision,Prime Consulting,SmallBiz Inc
2026-02-07,6228.68,Sales Revenue,Prime Consulting,SmallBiz Inc
2026-02-08,7946.66,Rent,Azure Utilities,Retail Giant A
2026-01-11,10619.37,Sales Revenue,TechLogistics Corp,SmallBiz Inc
2026-01-20,9732.67,Tax Provision,TechLogistics Corp,Public Sector Dept
2026-01-29,9687.26,Rent,Global Office Ltd,Direct Consumer
2026-03-11,11275.26,Inventory,Prime Consulting,Public Sector Dept
2026-02-19,8282.4,Tax Provision,Prime Consulting,Public Sector Dept
2026-03-23,7895.22,Professional Fees,Prime Consulting,Public Sector Dept
2026-01-21,9502.42,Tax Provision,Azure Utilities,SmallBiz Inc
2026-02-25,7569.67,Inventory,Prime Consulting,SmallBiz Inc
2026-01-28,8410.92,Inventory,Global Office Ltd,Global Office Ltd
2026-02-28,10938.36,Sales Revenue,Azure Utilities,SmallBiz Inc
2026-03-31,3546.1,Professional Fees,TechLogistics Corp,SmallBiz Inc
2026-02-13,8492.11,Professional Fees,Prime Consulting,Public Sector Dept
2026-01-02,6246.01,Sales Revenue,Azure Utilities,Public Sector Dept
2026-03-25,7876.29,Inventory,TechLogistics Corp,Public Sector Dept
2026-01-09,9907.86,Sales Revenue,Azure Utilities,Direct Consumer
2026-02-04,7367.71,Inventory,Global Office Ltd,SmallBiz Inc
2026-03-05,12243.08,Professional Fees,Global Office Ltd,Direct Consumer
2026-02-21,5450.66,Sales Revenue,Azure Utilities,SmallBiz Inc
2026-01-18,6314.85,Professional Fees,Global Office Ltd,Retail Giant A
2026-01-15,11840.38,Inventory,Global Office Ltd,Retail Giant A
2026-03-11,8380.95,Professional Fees,Global Office Ltd,SmallBiz Inc
2026-01-20,10255.36,Professional Fees,Global Office Ltd,Public Sector Dept
2026-03-13,9122.9,Sales Revenue,TechLogistics Corp,Direct Consumer
2026-03-25,8515.17,Professional Fees,Global Office Ltd,Retail Giant A
2026-03-21,8975.04,Sales Revenue,Prime Consulting,Direct Consumer
2026-01-20,5277.9,Tax Provision,Global Office Ltd,Direct Consumer
2026-03-09,6955.95,Professional Fees,Azure Utilities,Direct Consumer
2026-01-29,6960.11,Rent,Azure Utilities,Retail Giant A
2026-03-28,8269.09,Rent,Prime Consulting,Retail Giant A
2026-01-10,6601.05,Professional Fees,TechLogistics Corp,Public Sector Dept
2026-02-01,11961.7,Inventory,TechLogistics Corp,SmallBiz Inc
2026-02-17,8043.21,Inventory,TechLogistics Corp,Public Sector Dept
2026-01-16,7046.65,Tax Provision,Global Office Ltd,Direct Consumer
2026-03-09,12142.25,Tax Provision,Global Office Ltd,Public Sector Dept
2026-03-24,8485.59,Tax Provision,Azure Utilities,Retail Giant A
2026-03-05,9225.67,Tax Provision,Global Office Ltd,SmallBiz Inc
2026-01-07,7045.82,Professional Fees,Azure Utilities,SmallBiz Inc
2026-01-04,7922.45,Professional Fees,Global Office Ltd,Direct Consumer
2026-01-23,7592.35,Inventory,TechLogistics Corp,Public Sector Dept
2026-03-09,9438.51,Professional Fees,TechLogistics Corp,Direct Consumer
2026-02-26,10170.37,Inventory,Global Office Ltd,SmallBiz Inc
2026-01-16,2303.09,Sales Revenue,TechLogistics Corp,Retail Giant A
2026-02-15,5897.44,Professional Fees,TechLogistics Corp,SmallBiz Inc
2026-03-12,9825.16,Tax Provision,TechLogistics Corp,Retail Giant A
2026-01-16,6001.3,Inventory,Prime Consulting,Direct Consumer
2026-03-11,8562.74,Rent,Prime Consulting,Prime Consulting
2026-02-03,8315.94,Rent,Global Office Ltd,Public Sector Dept
2026-01-12,3851.15,Inventory,Prime Consulting,Direct Consumer
2026-03-13,9996.37,Sales Revenue,TechLogistics Corp,SmallBiz Inc
2026-03-26,10102.26,Professional Fees,Azure Utilities,Direct Consumer
2026-01-26,7977.12,Sales Revenue,TechLogistics Corp,SmallBiz Inc
2026-03-24,6408.82,Sales Revenue,Global Office Ltd,Retail Giant A
2026-03-26,11853.86,Professional Fees,Azure Utilities,Public Sector Dept
2026-02-28,6555.39,Tax Provision,Global Office Ltd,Public Sector Dept
2026-02-15,7471.5,Sales Revenue,Prime Consulting,Retail Giant A
2026-01-24,7016.19,Inventory,Global Office Ltd,Public Sector Dept
2026-03-02,9624.05,Tax Provision,Azure Utilities,Public Sector Dept
2026-01-27,8760.74,Inventory,Prime Consulting,Direct Consumer
2026-03-01,8441.89,Tax Provision,Global Office Ltd,Retail Giant A
2026-03-24,2911.8,Sales Revenue,Azure Utilities,Retail Giant A
2026-02-05,6755.58,Sales Revenue,Global Office Ltd,Retail Giant A
2026-02-28,8193.99,Professional Fees,TechLogistics Corp,Direct Consumer
2026-01-20,9197.72,Sales Revenue,Azure Utilities,Azure Utilities
2026-02-06,7626.2,Tax Provision,Prime Consulting,Direct Consumer
2026-02-24,8116.8,Rent,Azure Utilities,SmallBiz Inc
2026-03-30,10927.63,Sales Revenue,Azure Utilities,SmallBiz Inc
2026-01-05,7378.1,Inventory,TechLogistics Corp,Retail Giant A
2026-01-31,9608.32,Rent,TechLogistics Corp,Retail Giant A
2026-01-01,9531.53,Rent,TechLogistics Corp,Retail Giant A
2026-03-15,7867.95,Inventory,Azure Utilities,Retail Giant A
2026-02-09,7590.7,Inventory,TechLogistics Corp,Public Sector Dept
2026-02-12,7496.96,Professional Fees,Prime Consulting,Public Sector Dept
2026-03-12,5708.33,Professional Fees,Prime Consulting,SmallBiz Inc
2026-03-16,8195.58,Tax Provision,TechLogistics Corp,Direct Consumer
2026-01-25,8041.92,Sales Revenue,Global Office Ltd,Direct Consumer
2026-02-18,9496.58,Tax Provision,TechLogistics Corp,Retail Giant A
2026-02-21,8948.52,Sales Revenue,Azure Utilities,Direct Consumer
2026-02-21,8681.81,Inventory,TechLogistics Corp,Direct Consumer
2026-03-14,5584.58,Sales Revenue,Prime Consulting,Public Sector Dept
2026-01-21,9717.48,Professional Fees,Global Office Ltd,Retail Giant A
2026-01-05,8391.93,Rent,TechLogistics Corp,Public Sector Dept
2026-01-22,4526.75,Rent,Global Office Ltd,Global Office Ltd
2026-03-18,8312.99,Inventory,Azure Utilities,Public Sector Dept
2026-02-18,10047.53,Professional Fees,Prime Consulting,SmallBiz Inc
2026-01-24,4701.96,Professional Fees,Azure Utilities,SmallBiz Inc
2026-02-17,8550.18,Tax Provision,TechLogistics Corp,SmallBiz Inc
2026-01-13,9724.21,Professional Fees,Global Office Ltd,Retail Giant A
2026-02-16,4167.84,Rent,Azure Utilities,Retail Giant A
2026-03-23,6503.9,Sales Revenue,Azure Utilities,Retail Giant A
2026-03-27,8050.02,Rent,Azure Utilities,SmallBiz Inc
2026-01-13,8179.75,Professional Fees,Azure Utilities,SmallBiz Inc
2026-01-29,8921.89,Inventory,Global Office Ltd,SmallBiz Inc
2026-03-04,7601.9,Sales Revenue,Global Office Ltd,Direct Consumer
2026-01-30,7056.78,Rent,Global Office Ltd,Global Office Ltd
2026-03-26,11098.63,Professional Fees,Prime Consulting,SmallBiz Inc
2026-03-08,7636.05,Tax Provision,Azure Utilities,SmallBiz Inc
2026-03-14,9013.11,Tax Provision,Global Office Ltd,Retail Giant A
2026-01-28,8255.63,Professional Fees,TechLogistics Corp,Public Sector Dept
2026-01-10,6350.12,Professional Fees,Azure Utilities,Public Sector Dept
2026-01-29,7565.12,Sales Revenue,Global Office Ltd,Retail Giant A
2026-01-10,8073.31,Rent,TechLogistics Corp,Retail Giant A
2026-01-08,9953.17,Inventory,Prime Consulting,Retail Giant A
2026-03-05,11823.17,Sales Revenue,Global Office Ltd,Retail Giant A
2026-03-31,7242.15,Inventory,Global Office Ltd,Retail Giant A
2026-02-22,10490.48,Professional Fees,Azure Utilities,Direct Consumer
2026-03-07,7148.22,Inventory,Global Office Ltd,SmallBiz Inc
2026-03-22,5594.71,Professional Fees,Global Office Ltd,Direct Consumer
2026-01-27,8140.17,Sales Revenue,Prime Consulting,Retail Giant A
2026-03-08,5249.66,Rent,Global Office Ltd,SmallBiz Inc
2026-02-20,5867.36,Sales Revenue,TechLogistics Corp,Retail Giant A
2026-02-04,8302.81,Inventory,Azure Utilities,Public Sector Dept
2026-03-06,5736.77,Rent,Prime Consulting,Retail Giant A
2026-01-01,8013.73,Tax Provision,Azure Utilities,Retail Giant A
2026-01-03,9114.07,Rent,TechLogistics Corp,Public Sector Dept
2026-02-05,10157.81,Professional Fees,Global Office Ltd,Retail Giant A
2026-03-17,8865.56,Professional Fees,TechLogistics Corp,Direct Consumer
2026-01-28,5938.62,Inventory,TechLogistics Corp,SmallBiz Inc
2026-03-23,9202.4,Tax Provision,Global Office Ltd,Public Sector Dept
2026-03-01,8274.94,Rent,TechLogistics Corp,Direct Consumer
2026-02-07,6305.67,Professional Fees,Azure Utilities,Public Sector Dept
2026-02-04,10091.54,Tax Provision,TechLogistics Corp,Retail Giant A
2026-03-02,9795.38,Rent,Prime Consulting,Direct Consumer
2026-03-13,11390.62,Inventory,Global Office Ltd,Direct Consumer
2026-03-12,3808.16,Inventory,Prime Consulting,Direct Consumer
2026-01-13,6862.47,Sales Revenue,Global Office Ltd,Retail Giant A
2026-01-02,8375.38,Tax Provision,TechLogistics Corp,SmallBiz Inc
2026-03-11,5834.49,Sales Revenue,Prime Consulting,SmallBiz Inc
2026-03-10,11824.46,Tax Provision,Global Office Ltd,Retail Giant A
2026-01-17,7615.51,Professional Fees,TechLogistics Corp,Retail Giant A
2026-01-09,7471.02,Rent,TechLogistics Corp,Public Sector Dept
2026-03-21,5470.27,Inventory,Global Office Ltd,Retail Giant A
2026-03-26,6733.86,Professional Fees,Azure Utilities,Direct Consumer
2026-03-11,8427.74,Sales Revenue,Prime Consulting,Direct Consumer
2026-03-22,9420.55,Inventory,TechLogistics Corp,Retail Giant A
2026-02-28,8448.28,Tax Provision,Azure Utilities,Direct Consumer
2026-01-07,9827.25,Inventory,TechLogistics Corp,Public Sector Dept
2026-01-31,6297.63,Professional Fees,Azure Utilities,SmallBiz Inc
2026-03-26,10056.59,Inventory,TechLogistics Corp,Public Sector Dept
2026-01-25,7212.84,Rent,TechLogistics Corp,Public Sector Dept
2026-03-17,6107.38,Inventory,Global Office Ltd,SmallBiz Inc
2026-03-08,10228.52,Sales Revenue,Azure Utilities,Public Sector Dept
2026-02-18,6886.01,Rent,TechLogistics Corp,Public Sector Dept
2026-01-28,11005.37,Professional Fees,Prime Consulting,Retail Giant A
2026-01-16,6558.11,Inventory,Prime Consulting,SmallBiz Inc
2026-03-09,8842.25,Tax Provision,Global Office Ltd,Direct Consumer
2026-02-19,10688.66,Inventory,Global Office Ltd,Direct Consumer
2026-01-12,10227.86,Rent,Global Office Ltd,Direct Consumer
2026-01-20,6839.41,Sales Revenue,TechLogistics Corp,Public Sector Dept
2026-03-28,8270.76,Tax Provision,TechLogistics Corp,SmallBiz Inc
2026-01-26,9618.48,Inventory,Azure Utilities,SmallBiz Inc
2026-03-27,8011.35,Tax Provision,Prime Consulting,Direct Consumer
2026-03-13,11699.09,Inventory,Global Office Ltd,Retail Giant A
2026-01-24,5379.58,Sales Revenue,TechLogistics Corp,Public Sector Dept
2026-01-22,7903.57,Rent,Prime Consulting,Direct Consumer
2026-01-13,7750.54,Professional Fees,TechLogistics Corp,Public Sector Dept
2026-02-07,7626.75,Rent,Prime Consulting,Retail Giant A
2026-01-11,8856.18,Rent,TechLogistics Corp,SmallBiz Inc
2026-02-07,5632.97,Tax Provision,Prime Consulting,SmallBiz Inc
2026-02-02,7985.78,Professional Fees,Prime Consulting,Public Sector Dept
2026-02-28,10151.82,Professional Fees,Prime Consulting,Public Sector Dept
2026-03-07,7133.35,Inventory,Prime Consulting,Direct Consumer
2026-03-17,7337.84,Tax Provision,Prime Consulting,Public Sector Dept
2026-01-12,14043.59,Professional Fees,Global Office Ltd,Retail Giant A
2026-03-03,4379.02,Rent,Prime Consulting,Direct Consumer
2026-02-23,6811.59,Tax Provision,Azure Utilities,Retail Giant A
2026-03-14,7369.71,Inventory,Global Office Ltd,Retail Giant A
2026-02-24,7035.68,Tax Provision,Prime Consulting,Retail Giant A
2026-01-06,9268.52,Inventory,Azure Utilities,Retail Giant A
2026-03-13,6049.78,Professional Fees,Azure Utilities,Direct Consumer
2026-02-04,10155.36,Inventory,Global Office Ltd,Public Sector Dept
2026-03-31,7883.3,Professional Fees,Global Office Ltd,Public Sector Dept
2026-03-05,9528.59,Professional Fees,Prime Consulting,Public Sector Dept
2026-01-19,6909.18,Rent,Prime Consulting,SmallBiz Inc
2026-03-06,8069.39,Tax Provision,TechLogistics Corp,SmallBiz Inc
2026-03-06,9897.02,Sales Revenue,Global Office Ltd,Retail Giant A
2026-02-27,10031.95,Sales Revenue,Prime Consulting,Public Sector Dept
2026-03-21,8055.11,Rent,Azure Utilities,SmallBiz Inc
2026-02-08,9695.35,Rent,Prime Consulting,SmallBiz Inc
2026-03-29,7890.75,Sales Revenue,Azure Utilities,SmallBiz Inc
2026-01-21,6142.56,Inventory,Prime Consulting,Retail Giant A
2026-02-08,9027.21,Professional Fees,Global Office Ltd,SmallBiz Inc
2026-02-08,7843.57,Inventory,Prime Consulting,Public Sector Dept
2026-01-30,6902.18,Sales Revenue,TechLogistics Corp,Public Sector Dept
2026-01-02,10663.07,Rent,Global Office Ltd,Public Sector Dept
2026-02-28,8128.49,Tax Provision,Azure Utilities,Public Sector Dept
2026-03-26,7850.36,Rent,TechLogistics Corp,Retail Giant A
2026-03-01,8745.01,Tax Provision,Prime Consulting,Direct Consumer
2026-01-29,6580.1,Inventory,Prime Consulting,Retail Giant A
2026-01-28,5531.48,Inventory,Global Office Ltd,Direct Consumer
2026-03-12,6935.43,Inventory,Azure Utilities,Public Sector Dept
2026-01-27,8823.76,Inventory,Azure Utilities,SmallBiz Inc
2026-03-29,5305.38,Inventory,Azure Utilities,Retail Giant A
2026-03-18,8674.96,Sales Revenue,TechLogistics Corp,SmallBiz Inc
2026-03-22,11261.48,Inventory,Azure Utilities,Retail Giant A
2026-02-06,4357.8,Sales Revenue,Azure Utilities,Direct Consumer
2026-03-13,9546.63,Tax Provision,Prime Consulting,Direct Consumer
2026-01-14,8171.97,Inventory,TechLogistics Corp,SmallBiz Inc
2026-02-11,8356.46,Tax Provision,Prime Consulting,Retail Giant A
2026-02-06,4769.27,Sales Revenue,Prime Consulting,SmallBiz Inc
2026-03-17,7524.6,Sales Revenue,Azure Utilities,SmallBiz Inc
2026-01-04,6294.69,Tax Provision,Prime Consulting,Public Sector Dept
2026-01-04,6817.98,Tax Provision,TechLogistics Corp,Public Sector Dept
2026-02-11,7769.53,Professional Fees,Azure Utilities,Public Sector Dept
2026-02-09,4895.58,Inventory,Prime Consulting,SmallBiz Inc
2026-01-03,5928.59,Inventory,Azure Utilities,Public Sector Dept
2026-02-23,8271.28,Sales Revenue,Prime Consulting,Public Sector Dept
2026-03-11,10180.55,Rent,TechLogistics Corp,Public Sector Dept
